contest,total.votes,year,city,office,state,council.manager,pres_pctD_08,pres_pctD_16,pres_pctD_20,month,incumbent,margin,pop.estimate,percent_men,percent_women,percent_white,percent_black,percent_hispanic,percent_asian_american,turnout,log.pop,concurrent,gubernatorial,meanD,mayor,concurrent_pres,concurrent_mid,mayor_elec,same_months,has_mayor
1938595_2018_1_iowa city_IA_Mayor_mayor_1,1,2018,iowa city city,Mayor,Iowa,1,0.659642147117296,0.783844406587166,0.808508929288602,1,0,100,62569,50.3,49.7,80.8,9.4,5.8,8.7,0.0015982355479550578,11.044025226764646,none,0,0.7506651609976879,1,0,0,1,0,1
2603000_2018_11_ann arbor_MI_Mayor_mayor_1,42705,2018,ann arbor city,Mayor,Michigan,1,0.8246810941169,0.875647215225301,0.885432874836622,11,1,100,104834,49.6,50.4,74.6,8.3,4.7,19.2,40.73582997882366,11.56013342573478,midterm,1,0.8619203947262744,1,0,1,1,NA,1
2708794_2018_11_burnsville_MN_City Council_synthetic at-large c_2,38382,2018,burnsville city,City Council,Minnesota,1,0.540344180032632,0.564032971451548,0.616331877729258,11,1,2.0514198692107857,47338,48.4,51.6,76.8,16.5,7.9,6.1,81.08073851873759,10.765068634604756,midterm,1,0.5735696764044792,0,0,1,0,1,1
2717288_2018_11_eagan_MN_Mayor_mayor_1,27333,2018,eagan city,Mayor,Minnesota,0,0.556295317933098,0.596122171814951,0.648506821868142,11,1,100,51134,48.6,51.4,81.5,9.7,5,9.3,53.45367074744788,10.84220491697184,midterm,1,0.6003081038720637,1,0,1,1,NA,1
2735180_2018_11_lakeville_MN_City Council_synthetic at-large c_2,37897,2018,lakeville city,City Council,Minnesota,0,0.448431997316787,0.43567758509955,0.495098398728762,11,1,40.586849432426646,44363,50,50,89.8,3.6,4.8,6.7,85.42479092937808,10.700161067671738,midterm,1,0.459735993715033,0,0,1,0,1,1
2735180_2018_11_lakeville_MN_Mayor_mayor_1,27203,2018,lakeville city,Mayor,Minnesota,0,0.448431997316787,0.43567758509955,0.495098398728762,11,1,73.39999264786972,44363,50,50,89.8,3.6,4.8,6.7,61.31911728242003,10.700161067671738,midterm,1,0.459735993715033,1,0,1,1,1,1
3451000_2018_5_newark_NJ_City Council_synthetic at-large c_4,78400,2018,newark city,City Council,New Jersey,0,0.944970561893436,0.932894904865279,0.876765132432639,5,1,0.7136909718092066,210621,48.9,51.1,27.8,51.4,36.4,2.4,37.22325883933701,12.257815588810507,none,0,0.9182101997304514,0,0,0,0,1,1
3451000_2018_5_newark_NJ_Mayor_mayor_1,28604,2018,newark city,Mayor,New Jersey,0,0.944970561893436,0.932894904865279,0.876765132432639,5,1,54.48189064466508,210621,48.9,51.1,27.8,51.4,36.4,2.4,13.58079203878056,12.257815588810507,none,0,0.9182101997304514,1,0,0,1,1,1
3825700_2018_6_fargo_ND_Mayor_mayor_1,8991,2018,fargo city,Mayor,North Dakota,1,0.552027406042151,0.490412731892047,0.542139277235558,6,1,100,95921,50.6,49.4,88.1,6.9,2.8,4.7,9.373338476454581,11.471280215001514,none,0,0.5281931383899187,1,0,0,1,NA,1
423620_2018_11_flagstaff_AZ_Mayor_mayor_1,18664,2018,flagstaff city,Mayor,Arizona,1,0.626453211358872,0.67115169586284,0.692409014116771,11,1,100,58425,49.5,50.5,82.3,3.4,19,4.4,31.945228925973467,10.97549915940706,midterm,1,0.6633379737794943,1,0,1,1,NA,1
4459000_2018_11_providence_RI_Mayor_mayor_1,42123,2018,providence city,Mayor,Rhode Island,0,0.834484019935074,0.854650722773027,0.819127778961574,11,1,31.54745915850651,138798,48.2,51.8,57.3,18.3,43,7.4,30.348420006051963,11.840774917729126,midterm,1,0.8360875072232249,1,0,1,1,NA,1
455000_2018_5_phoenix_AZ_Mayor_mayor_1,1,2018,phoenix city,Mayor,Arizona,1,0.510066382710353,0.577146284739215,0.603115229125516,5,0,100,1183567,49.8,50.2,75.5,8.4,42.6,4.7,8.449035838275315e-5,13.984043318078616,none,0,0.5634426321916947,1,0,0,1,NA,1
4845000_2018_5_lubbock_TX_Mayor_mayor_1,14604,2018,lubbock city,Mayor,Texas,1,0.333504085559359,0.329988999483108,0.376480010389835,5,1,61.84659090909091,192288,49.2,50.8,82.6,9.3,35.2,3.2,7.594857713429855,12.166749527133655,none,0,0.34665769847743394,1,0,0,1,NA,1
4848072_2018_11_midland_TX_City Council_synthetic at-large c_2,32738,2018,midland city,City Council,Texas,1,0.230103009725499,0.231023102310231,0.236808051761323,11,1,22.287782235858707,98261,50.8,49.2,84.2,8.7,43.6,2.8,33.317389401695486,11.495382482752067,midterm,1,0.23264472126568433,0,0,1,0,0,1
541000_2018_12_little rock_AR_Mayor_mayor_1,39001,2018,little rock city,Mayor,Arkansas,1,0.43649422168759,0.693844715201188,0.708625316833159,12,0,16.2431732519679,151518,47.6,52.4,52.4,42.9,7.3,3.7,25.740176084689608,11.928459708755176,none,0,0.612988084573979,1,0,0,1,1,1
602252_2018_11_antioch_CA_City Council_synthetic at-large c_2,45023,2018,antioch city,City Council,California,1,0.699933753852357,0.736044086982425,0.732662586411871,11,1,9.98878633658242,82727,48.9,51.1,49.5,24.4,33.6,14.3,54.42358601182201,11.323301308985931,midterm,1,0.722880142415551,0,0,1,0,1,1
614890_2018_11_colton_CA_Mayor_mayor_1,9342,2018,colton city,Mayor,California,1,0.698407718252412,0.735365949736075,0.684306035239712,11,1,54.742025262256476,38911,47.1,52.9,66.8,8.4,69.3,5.5,24.00863509033435,10.569032265982456,midterm,1,0.706026567742733,1,0,1,1,NA,1
622230_2018_11_el monte_CA_City Council_synthetic at-large c_2,24716,2018,el monte city,City Council,California,1,0.758067402326275,0.818789383234676,0.716352912937626,11,0,1.2737875997544506,88255,50.2,49.8,44.7,0.9,65.8,29.1,28.005212169282196,11.387985630414379,midterm,1,0.764403232832859,0,0,1,0,1,1
622230_2018_11_el monte_CA_Mayor_mayor_1,15431,2018,el monte city,Mayor,California,1,0.758067402326275,0.818789383234676,0.716352912937626,11,1,8.8328689002657,88255,50.2,49.8,44.7,0.9,65.8,29.1,17.4845617812022,11.387985630414379,midterm,1,0.764403232832859,1,0,1,1,1,1
622678_2018_11_encinitas_CA_Mayor_mayor_1,29696,2018,encinitas city,Mayor,California,1,0.623877507534017,0.667748235887097,0.684101370833123,11,1,67.3693426724138,49756,49.2,50.8,91.9,1.3,13.1,5.7,59.68325428089075,10.814886338329856,midterm,1,0.6585757047514124,1,0,1,1,1,1
622804_2018_11_escondido_CA_Mayor_mayor_1,40822,2018,escondido city,Mayor,California,1,0.458388003748828,0.522029430195121,0.561552923783966,11,1,3.782274263877321,113692,50.1,49.9,77.4,3.4,51.9,9.1,35.905780529852585,11.64124831666514,midterm,1,0.5139901192426384,1,0,1,1,1,1
629504_2018_11_gilroy_CA_City Council_synthetic at-large c_1,14659,2018,gilroy city,City Council,California,1,0.684926822596088,0.697460672833323,0.689423305118266,11,0,18.602906064533734,39271,48.8,51.2,79.7,2.1,58.2,11,37.327799139314,10.578241611979182,midterm,1,0.690603600182559,0,0,1,0,1,1
629504_2018_11_gilroy_CA_City Council_synthetic at-large c_3,35397,2018,gilroy city,City Council,California,1,0.684926822596088,0.697460672833323,0.689423305118266,11,1,14.869554041896928,39271,48.8,51.2,79.7,2.1,58.2,11,90.135214280257685,10.578241611979182,midterm,1,0.690603600182559,0,0,1,0,1,1
636770_2018_11_irvine_CA_City Council_at-large a_2,148739,2018,irvine city,City Council,California,1,0.584730367353906,0.656538031840611,0.657066910063331,11,0,4.561101549053356,206057,48.8,51.2,52.1,2.4,10.3,46.5,72.18342497464295,12.235908108526727,midterm,1,0.6327784364192827,0,0,1,0,0,1
636770_2018_11_irvine_CA_Mayor_mayor_1,78633,2018,irvine city,Mayor,California,1,0.584730367353906,0.656538031840611,0.657066910063331,11,1,18.100673590602913,206057,48.8,51.2,52.1,2.4,10.3,46.5,38.1608001669441,12.235908108526727,midterm,1,0.6327784364192827,1,0,1,1,0,1
646898_2018_11_merced_CA_Mayor_mayor_1,16887,2018,merced city,Mayor,California,1,0.582907380903701,0.6161478795205,0.619076503146561,11,1,35.5835850062178,57878,49.5,50.5,60.2,7.4,52.6,13.9,29.176889318912195,10.966092625898236,midterm,1,0.606043921190254,1,0,1,1,1,1
650258_2018_11_napa_CA_City Council_synthetic at-large c_2,50618,2018,napa city,City Council,California,1,0.680429502748306,0.69949544590787,0.71642210029348,11,1,10.620933053931841,61279,49.7,50.3,80.4,1.1,40.4,4.3,82.60252288712283,11.023192485743465,midterm,1,0.6987823496498854,0,0,1,0,1,1
655156_2018_11_palmdale_CA_Mayor_mayor_1,37887,2018,palmdale city,Mayor,California,1,0.62821910129854,0.661098228155886,0.64619527734901006,11,1,12.819479429051217,109504,49.4,50.6,46,14.5,60.2,6.2,34.598736119228526,11.603716357251866,midterm,1,0.6451708689344787,1,0,1,1,1,1
655184_2018_11_palm desert_CA_City Council_synthetic at-large c_2,30160,2018,palm desert city,City Council,California,1,0.460505747126437,0.489599458204334,0.538575990709827,11,1,3.1590364712794323,44398,48.2,51.8,85.8,3.7,25.5,6.1,67.93098788233705,10.700949702360713,midterm,1,0.49622706534686606,0,0,1,0,NA,0
656784_2018_11_petaluma_CA_Mayor_mayor_1,27016,2018,petaluma city,Mayor,California,1,0.758853541416567,0.770701374942067,0.770959324635457,11,1,12.858192505510655,47614,49.4,50.6,82.7,1.7,21.1,6.9,56.7396143991263,10.770882114622454,midterm,1,0.7668380803313637,1,0,1,1,1,1
657456_2018_11_pittsburg_CA_City Council_synthetic at-large c_3,39733,2018,pittsburg city,City Council,California,1,0.785752688172043,0.809656900539707,0.780006978367062,11,1,6.473024337663811,52729,48.8,51.2,42.2,20.7,41.8,20.9,75.35322118758178,10.87292086780837,midterm,1,0.791805522359604,0,0,1,0,NA,0
660466_2018_11_rialto_CA_City Council_synthetic at-large c_2,28949,2018,rialto city,City Council,California,1,0.736879714172291,0.774634680003126,0.718330405787609,11,1,23.208228471386366,73534,49.4,50.6,64.7,13.8,74.2,3.4,39.36818342535426,11.205503163275468,midterm,1,0.7432815999876753,0,0,1,0,1,1
669000_2018_11_santa ana_CA_Mayor_mayor_1,56034,2018,santa ana city,Mayor,California,1,0.670860602370927,0.779095358063302,0.698623179008343,11,1,1.2242567012885035,243076,50.9,49.1,45.8,1.5,76.8,12.6,23.052049564745182,12.401129430625993,midterm,1,0.7161930464808574,1,0,1,1,NA,1
669084_2018_11_santa clara_CA_Mayor_mayor_1,31461,2018,santa clara city,Mayor,California,1,0.724522791279858,0.784163142464261,0.759563529535201,11,0,48.33603509106513,101137,51.8,48.2,47.5,3.8,17.4,44.7,31.10730988658948,11.524231312339198,midterm,1,0.7560831544264399,1,0,1,1,NA,1
670000_2018_11_santa monica_CA_City Council_synthetic at-large c_3,10276,2018,santa monica city,City Council,California,1,0.82151151403229,0.848656084656085,0.829300077829463,11,0,100,78299,49,51,81.5,5.8,15.9,13.2,13.124050115582575,11.268290110505259,midterm,1,0.8331558921726128,0,0,1,0,NA,0
673262_2018_11_south san francisco_CA_City Council_synthetic at-large c_3,44339,2018,south san francisco city,City Council,California,1,0.766231989786613,0.814805046375665,0.782600039816843,11,0,6.190610064661231,54534,49,51,39.3,2.8,33.7,43.8,81.30524076722779,10.906579639346825,midterm,1,0.7878790253263737,0,0,1,0,NA,0
681554_2018_11_vacaville_CA_City Council_synthetic at-large c_2,47321,2018,vacaville city,City Council,California,1,0.54727582292849,0.528973730090718,0.52874292086677,11,1,13.268251548665392,75598,51.8,48.2,72.6,12.9,24.5,10.8,62.59557131141036,11.233185106791229,midterm,1,0.534997491295326,0,0,1,0,1,1
681554_2018_11_vacaville_CA_Mayor_mayor_1,30907,2018,vacaville city,Mayor,California,1,0.54727582292849,0.528973730090718,0.52874292086677,11,0,3.942537909018356,75598,51.8,48.2,72.6,12.9,24.5,10.8,40.883356702558274,11.233185106791229,midterm,1,0.534997491295326,1,0,1,1,1,1
681666_2018_11_vallejo_CA_City Council_synthetic at-large c_3,79927,2018,vallejo city,City Council,California,1,0.76100096158249,0.807709569640453,0.781404341666986,11,0,12.554070708779392,95449,48.3,51.7,41.7,24.4,25.5,27.2,83.73791239300569,11.466347352409647,midterm,1,0.783371624296643,0,0,1,0,1,1
1371492_2019_12_smyrna_GA_Mayor_mayor_1,7375,2019,smyrna city,Mayor,Georgia,1,0.50816781139781,0.631172901514847,0.682734639188413,12,0,2.128813559322034,43627,48.1,51.9,51.2,33.6,15.2,8.5,16.90466912691682,10.683431503726073,none,0,0.6073584507003567,1,0,0,1,NA,1
1714000_2019_4_chicago_IL_Mayor_mayor_1,523804,2019,chicago city,Mayor,Illinois,0,0.861763339177313,0.870783569275384,0.838905094905095,4,0,47.39826347259662,2143207,48.6,51.4,52.3,30.8,28.8,7.7,24.440196397268206,14.577813863351286,none,0,0.8571506677859307,1,0,0,1,NA,1
1805860_2019_11_bloomington_IN_Mayor_mayor_1,1,2019,bloomington city,Mayor,Indiana,0,0.755401351474198,0.78289886066148,0.80499599902585,11,1,100,74768,50,50,85,5.5,4.4,11.6,0.0013374705756473357,11.222145264940208,none,0,0.7810987370538426,1,0,0,1,NA,1
1827000_2019_11_gary_IN_Mayor_mayor_1,6100,2019,gary city,Mayor,Indiana,0,0.970764486121907,0.950217066400968,0.928521972875005,11,0,100,57841,46,54,17.3,80.7,8,0.4,10.546152383257551,10.965453145756499,none,0,0.9498345084659601,1,0,0,1,NA,1
1840788_2019_11_lafayette_IN_City Council_synthetic at-large d_1,10466,2019,lafayette city,City Council,Indiana,0,0.597614221113363,0.495025681365971,0.536683022571148,11,1,1.0309278350515463,56434,49.9,50.1,85.9,10,13.5,1.8,18.545557642555906,10.940827092732425,none,0,0.543107641683494,0,0,0,0,1,1
1840788_2019_11_lafayette_IN_Mayor_mayor_1,3600,2019,lafayette city,Mayor,Indiana,0,0.597614221113363,0.495025681365971,0.536683022571148,11,1,100,56434,49.9,50.1,85.9,10,13.5,1.8,6.379133146684622,10.940827092732425,none,0,0.543107641683494,1,0,0,1,1,1
1851876_2019_11_muncie_IN_Mayor_mayor_1,11583,2019,muncie city,Mayor,Indiana,0,0.665879574970484,0.540547118380062,0.548430015965939,11,0,25.087842586085735,57301,47.9,52.1,86.4,13.3,3.4,2.1,20.214306905638647,10.956073354557526,none,0,0.5849522364388283,1,0,0,1,NA,1
1973335_2019_11_sioux city_IA_City Council_at-large 2_1,9374,2019,sioux city city,City Council,Iowa,1,0.477215560105294,0.44558093346574,0.474094141550965,11,0,3.9684232984851717,60733,49.2,50.8,86.7,6.3,19.6,4.1,15.43477187031762,11.01424248665062,none,0,0.465630211707333,0,0,0,0,1,1
1973335_2019_11_sioux city_IA_Mayor_mayor_1,9401,2019,sioux city city,Mayor,Iowa,1,0.477215560105294,0.44558093346574,0.474094141550965,11,1,36.602489096904584,60733,49.2,50.8,86.7,6.3,19.6,4.1,15.479228755371874,11.01424248665062,none,0,0.465630211707333,1,0,0,1,1,1
2079000_2019_11_wichita_KS_Mayor_mayor_1,49569,2019,wichita city,Mayor,Kansas,0,0.4755298008442,0.456367895039552,0.496969333253316,11,1,12.650997739591181,291462,49.2,50.8,78.3,13.1,17.2,5.9,17.007019783024887,12.582664916069222,none,0,0.476289009712356,1,0,0,1,NA,1
2360545_2019_11_portland_ME_Mayor_mayor_1,16902,2019,portland city,Mayor,Maine,1,0.783081293146275,0.807028228630592,0.838097269624573,11,0,23.772334634954444,56187,48.6,51.4,87.3,9.4,3,4.5,30.081691494473812,10.936440692397964,none,0,0.80940226380048,1,0,0,1,NA,1
2545000_2019_11_new bedford_MA_City Council_synthetic at-large d_5,36417,2019,new bedford city,City Council,Massachusetts,0,0.752100840336134,0.668358007643148,0.621278957669948,11,1,1.9708029197080292,73446,48.2,51.8,67.1,10.2,20.8,2,49.583367371946736,11.204305721303568,none,0,0.6805792685497433,0,0,0,0,1,1
2545000_2019_11_new bedford_MA_Mayor_mayor_1,9261,2019,new bedford city,Mayor,Massachusetts,0,0.752100840336134,0.668358007643148,0.621278957669948,11,1,46.37728107115862,73446,48.2,51.8,67.1,10.2,20.8,2,12.609263949023772,11.204305721303568,none,0,0.6805792685497433,1,0,0,1,1,1
2634000_2019_11_grand rapids_MI_Mayor_mayor_1,28193,2019,grand rapids city,Mayor,Michigan,1,0.664308194704087,0.675904452690167,0.714555984150174,11,1,68.24743730713297,154349,49.4,50.6,72.2,22.3,16.1,3.3,18.265748401350187,11.946971551127328,none,0,0.684922877181476,1,0,0,1,NA,1
2670040_2019_11_royal oak_MI_Mayor_mayor_1,12954,2019,royal oak city,Mayor,Michigan,1,0.623175471426515,0.625238476213921,0.667157280450332,11,1,13.80268642890227,50112,50.3,49.7,91.6,4.1,3.4,5.2,25.85009578544061,10.822015779350474,none,0,0.6385237426969227,1,0,0,1,NA,1
2757220_2019_11_st. louis park_MN_City Council_synthetic at-large d_1,12007,2019,st. louis park city,City Council,Minnesota,1,0.700267586789663,0.755374825859407,0.777045354191636,11,0,10.736026563364693,40155,48.5,51.5,85.8,8.1,4.2,5.9,29.901631179180676,10.600502244622563,none,0,0.7442292556135687,0,0,0,0,1,1
2757220_2019_11_st. louis park_MN_Mayor_mayor_1,6524,2019,st. louis park city,Mayor,Minnesota,1,0.700267586789663,0.755374825859407,0.777045354191636,11,1,66.8301655426119,40155,48.5,51.5,85.8,8.1,4.2,5.9,16.247042709500683,10.600502244622563,none,0,0.7442292556135687,1,0,0,1,1,1
2915670_2019_4_columbia_MO_Mayor_mayor_1,16091,2019,columbia city,Mayor,Missouri,1,0.608972176935342,0.614026046105968,0.665579597295762,4,1,28.382325523584612,99047,48,52,81.1,13.5,3.6,7.5,16.24582269023797,11.503349763934546,none,0,0.6295259401123573,1,0,0,1,NA,1
3774440_2019_11_wilmington_NC_City Council_synthetic at-large d_3,38469,2019,wilmington city,City Council,North Carolina,1,0.556261185843773,0.566009812269391,0.580486269572744,11,1,6.673137587964086,98773,46.4,53.6,78.4,19.5,6.3,2.1,38.946878195458275,11.500579567036127,none,0,0.5675857558953027,0,0,0,0,1,1
3774440_2019_11_wilmington_NC_Mayor_mayor_1,14924,2019,wilmington city,Mayor,North Carolina,1,0.556261185843773,0.566009812269391,0.580486269572744,11,1,4.087376038595551,98773,46.4,53.6,78.4,19.5,6.3,2.1,15.109392242819395,11.500579567036127,none,0,0.5675857558953027,1,0,0,1,1,1
3925256_2019_11_elyria_OH_Mayor_mayor_1,8075,2019,elyria city,Mayor,Ohio,0,0.650897295475609,0.564294815250417,0.549272879047494,11,1,8.087615838247682,41576,48,52,81.6,20.1,7.1,1.4,19.42226284394843,10.635278356688278,none,0,0.5881549965911734,1,0,0,1,NA,1
4263624_2019_11_reading_PA_Mayor_mayor_1,8103,2019,reading city,Mayor,Pennsylvania,0,0.814846954875355,0.806429922252574,0.728532212404564,11,0,61.61915339997532,62384,48.9,51.1,67.2,23.2,67,1.2,12.988907412156964,11.04106411122238,none,0,0.783269696510831,1,0,0,1,NA,1
455000_2019_3_phoenix_AZ_Mayor_mayor_1,142134,2019,phoenix city,Mayor,Arizona,1,0.510066382710353,0.577146284739215,0.603115229125516,3,0,17.141570630531753,1206739,49.8,50.2,76.1,8.6,42.6,5,11.778354722935116,14.00343223808861,none,0,0.5634426321916947,1,0,0,1,NA,1
4550875_2019_11_north charleston_SC_Mayor_mayor_1,12017,2019,north charleston city,Mayor,South Carolina,0,0.621082836215359,0.626045682217502,0.657308046077701,11,1,16.111685625646327,84028,49,51,48.5,46.9,11.4,3,14.301185319179321,11.338905355615571,none,0,0.6348121881701874,1,0,0,1,NA,1
4748000_2019_10_memphis_TN_Mayor_mayor_1,96291,2019,memphis city,Mayor,Tennessee,0,0.760758553138109,0.776561938029945,0.779222209981271,10,1,36.75725051381594,489126,47.3,52.7,30.4,65,7.2,2.1,19.686338489468973,13.100375403977784,none,0,0.7721809003831083,1,0,0,1,NA,1
4803000_2019_5_amarillo_TX_Mayor_mayor_1,16733,2019,amarillo city,Mayor,Texas,1,0.258885322439451,0.238332356961531,0.277607695524885,5,1,44.045368620037806,145291,49.3,50.7,85.1,7.9,33.1,4.8,11.516886799595296,11.88649390682785,none,0,0.258275124975289,1,0,0,1,NA,1
4848072_2019_11_midland_TX_Mayor_mayor_1,21457,2019,midland city,Mayor,Texas,1,0.230103009725499,0.231023102310231,0.236808051761323,11,1,23.263908071377273,100369,50.9,49.1,82.7,8.5,44.2,2.9,21.378114756548335,11.516608673621818,none,0,0.23264472126568433,1,0,0,1,0,1
636770_2019_4_irvine_CA_Mayor_mayor_1,1,2019,irvine city,Mayor,California,1,0.584730367353906,0.656538031840611,0.657066910063331,4,0,100,212953,49,51,51.9,2.2,10.3,46.9,4.69587185904871e-4,12.268826763066167,none,0,0.6327784364192827,1,0,0,1,0,1
636770_2019_5_irvine_CA_City Council_at-large b_2,1,2019,irvine city,City Council,California,1,0.584730367353906,0.656538031840611,0.657066910063331,5,0,100,212953,49,51,51.9,2.2,10.3,46.9,4.69587185904871e-4,12.268826763066167,none,0,0.6327784364192827,0,0,0,0,0,1
843000_2019_11_lakewood_CO_Mayor_mayor_1,44337,2019,lakewood city,Mayor,Colorado,1,0.595907853951715,0.590253255352019,0.644539590623009,11,1,9.416514423619098,126575,49.3,50.7,90.9,2.5,23,4.6,35.02824412403713,11.74859029683811,none,0,0.6102335666422477,1,0,0,1,NA,1
877290_2019_11_thornton_CO_Mayor_mayor_1,27091,2019,thornton city,Mayor,Colorado,1,0.591566487034222,0.53517453798768,0.574958940275369,11,0,29.932517442525448,98443,49.7,50.3,88,3.4,34.2,6.3,27.5194782767693,11.497232979457124,none,0,0.5672333217657569,1,0,0,1,NA,1
908000_2019_11_bridgeport_CT_Mayor_mayor_1,15997,2019,bridgeport city,Mayor,Connecticut,0,0.839265864683941,0.83196557553404,0.801479408236705,11,1,33.901026034759546,111968,48.3,51.7,43.4,38.6,40.8,4.2,14.28711774792798,11.625968395167414,none,0,0.8242369494848955,1,0,0,1,NA,1
908420_2019_11_bristol_CT_Mayor_mayor_1,11911,2019,bristol city,Mayor,Connecticut,0,0.610111200275135,0.494990297413964,0.527785363189514,11,1,15.506674502560658,48001,48.6,51.4,87.5,7.5,17.3,2.7,24.814066373617216,10.778977123006351,none,0,0.5442956202928709,1,0,0,1,NA,1
937000_2019_11_hartford_CT_City Council_synthetic at-large d_9,46016,2019,hartford city,City Council,Connecticut,0,0.921979841403549,0.923083936060293,0.87302958324336,11,1,0.3882418191902385,94125,47.6,52.4,36,42.7,44.3,3.4,48.888180610889776,11.452378965102195,none,0,0.906031120235734,0,0,0,0,1,1
937000_2019_11_hartford_CT_Mayor_mayor_1,9986,2019,hartford city,Mayor,Connecticut,0,0.921979841403549,0.923083936060293,0.87302958324336,11,1,72.37643872714963,94125,47.6,52.4,36,42.7,44.3,3.4,10.60929614873838,11.452378965102195,none,0,0.906031120235734,1,0,0,1,1,1
952000_2019_11_new haven_CT_Mayor_mayor_1,17430,2019,new haven city,Mayor,Connecticut,1,0.884686722460982,0.888301221508626,0.8538469058559,11,1,41.90421234852856,100915,47.5,52.5,47.5,35.2,31.2,5.9,17.27196155180102,11.52203385733422,none,0,0.8756116166085026,1,0,0,1,NA,1
980000_2019_11_waterbury_CT_Mayor_mayor_1,10890,2019,waterbury city,Mayor,Connecticut,0,0.638029361942405,0.607515210811141,0.603778337531486,11,1,54.957948291973835,81559,47.9,52.1,64.5,24.7,37.4,3,13.35229711006756,11.309081963701013,none,0,0.6164409700950108,1,0,0,1,NA,1
1938595_2020_1_iowa city_IA_Mayor_mayor_1,7,2020,iowa city city,Mayor,Iowa,1,0.659642147117296,0.783844406587166,0.808508929288602,1,0,66.66666666666667,64952,49.9,50.1,81.3,9.6,6.4,8.6,0.010777189309028205,11.081403814542282,none,0,0.7506651609976879,1,0,0,1,0,1
2708794_2020_11_burnsville_MN_City Council_synthetic at-large a_2,38790,2020,burnsville city,City Council,Minnesota,1,0.540344180032632,0.564032971451548,0.616331877729258,11,1,0.3970095385408611,47212,47.6,52.4,76.1,16.8,9.8,6.5,82.16131491993562,10.76240337654896,president,0,0.5735696764044792,0,1,0,0,1,1
2708794_2020_11_burnsville_MN_Mayor_mayor_1,30863,2020,burnsville city,Mayor,Minnesota,1,0.540344180032632,0.564032971451548,0.616331877729258,11,1,27.86184103943233,47212,47.6,52.4,76.1,16.8,9.8,6.5,65.37109209523003,10.76240337654896,president,0,0.5735696764044792,1,1,0,1,1,1
423620_2020_11_flagstaff_AZ_Mayor_mayor_1,32024,2020,flagstaff city,Mayor,Arizona,1,0.626453211358872,0.67115169586284,0.692409014116771,11,0,9.417936547589308,59836,49.9,50.1,82.9,3.8,19.7,4.9,53.519620295474304,10.999362765494352,president,0,0.6633379737794943,1,1,0,1,NA,1
427820_2020_8_glendale_AZ_Mayor_mayor_1,37761,2020,glendale city,Mayor,Arizona,1,0.435910734811741,0.487266481176537,0.512533614553124,8,1,7.105214374619316,185966,49.3,50.7,78.6,9.4,39,5.4,20.3053246292333,12.133319140287243,none,0,0.478570276847134,1,0,0,1,NA,1
4419180_2020_11_cranston_RI_Mayor_mayor_1,39986,2020,cranston city,Mayor,Rhode Island,0,0.610997792617843,0.541173761621046,0.571700586067905,11,0,8.422948031811133,64534,50.2,49.8,79.8,8.1,15.9,8.3,61.961136765116066,11.074947495681656,president,0,0.5746240467689313,1,1,0,1,1,1
455000_2020_11_phoenix_AZ_Mayor_mayor_1,575129,2020,phoenix city,Mayor,Arizona,1,0.510066382710353,0.577146284739215,0.603115229125516,11,1,39.38952185784188,1232572,49.9,50.1,75.8,8.8,42.6,5.1,46.660884719107685,14.024613601042624,president,0,0.5634426321916947,1,1,0,1,NA,1
4824000_2020_12_el paso_TX_Mayor_mayor_1,54290,2020,el paso city,Mayor,Texas,1,0.654364766929319,0.718874742997211,0.681157006190208,12,1,59.079020077362316,498859,49,51,81.3,4.8,81.5,2.2,10.882834628622517,13.120078769674347,none,0,0.6847988387055793,1,0,0,1,NA,1
4845000_2020_11_lubbock_TX_Mayor_mayor_1,87636,2020,lubbock city,Mayor,Texas,1,0.333504085559359,0.329988999483108,0.376480010389835,11,1,11.410835729608836,198308,49.2,50.8,82.3,9.5,36.2,3.3,44.19186316235351,12.19757665660891,president,0,0.34665769847743394,1,1,0,1,NA,1
4856348_2020_11_pearland_TX_Mayor_mayor_1,50286,2020,pearland city,Mayor,Texas,1,0.374010531679973,0.480808188506237,0.496646902819304,11,0,13.498786938710575,90078,49,51,62.8,19.9,23.1,16.3,55.824951708519286,11.40843124064036,president,0,0.450488541001838,1,1,0,1,NA,1
5157000_2020_5_norfolk_VA_Mayor_mayor_1,12254,2020,norfolk city,Mayor,Virginia,1,0.712487081894487,0.725714285714286,0.733247613304052,5,1,99.96735759751918,196389,52.2,47.8,51,44,8.4,5,6.2396570072661905,12.187852665187348,none,0,0.7238163269709417,1,0,0,1,NA,1
535710_2020_11_jonesboro_AR_Mayor_mayor_1,25103,2020,jonesboro city,Mayor,Arkansas,0,0.370885585710344,0.376597984659347,0.392015913920159,11,0,7.58362413822453,58556,48.3,51.7,74.3,23,6.4,2.2,42.87007309242434,10.977738840291302,president,0,0.37983316142995,1,1,0,1,NA,1
541000_2020_11_little rock_AR_City Council_10 at-large_1,78349,2020,little rock city,City Council,Arkansas,1,0.43649422168759,0.693844715201188,0.708625316833159,11,0,25.15854056748071,151618,47.5,52.5,52.2,42.2,7.5,3.8,51.67526283158992,11.929119478651378,president,0,0.612988084573979,0,1,0,0,1,1
